"microscope_names_name","microscope_names_url","microscope_names_description","microscope_names_image"
"National Optical Moticam X3 WiFi Camera","https://www.fishersci.com/shop/products/moticam-x3-wifi-camera/s71730","Description
Viewing Devices
iOS: Tablet or Phone Devices with free downloadable App MotiConnect (at the App Store)
Android: Tablet or Phone Devices with free downloadable App MotiConnect (at the Google Play Store)
Web Browser: Universal Viewer with almost any HTML 5 supported Web browser (via camera IP address)
Wireless Computer: WiFi enabled PC or Laptop with Motic Images Plus
5Ghz compatible device with H264 hardware required for fast display viewing
Includes
CS ring adaptor
2 ea. Eyepieces adaptors to fit eyepiece O.D.’s of 30 mm - 38 mm
USB cable (removable) for use with switching power adapter
Calibration slides
Software CD Motic Images 3.0
Macro Viewing Tube
Camera Specifications
Sensor Type: CMOS
2.4 Ghz and 5 Ghz compatible
Up to 30 fps with 5 Ghz compatible device
Captured Resolution: 4.0 MP
Live Image: 1920 x 1080 or 1280 x 720
Focusable Lens: 12 mm
Power Supply: Through provided switching power adapter
Connector: RJ45
Required Specifications
Android or iOS Ready Device
WiFi Adapter (PC and MAC only)","https://assets.fishersci.com/TFS-Assets/CCG/product-images/moticam_x3.jpg-650.jpg"
"Swift™ Forensic-Comparison Microscope With Digital Tablet Screen","https://www.fishersci.com/shop/products/swift-optical-m3-f-btw2-forensic-comparison-microscope-with-digital-tablet-screen/s23869","Description
Comparison Microscope includes:
Trinocular head with port for easy camera attachment
Micro 4XD, 10XD, 40XRD, and Macro 1X objectives
10XD, 18mm eyepieces
Cordless, Top and Bottom LED illumination
Tablet Specifications:
LCD Android tablet with 1280 X800 screen resolution, 25.4cm (10 in.)
Connections: WiFi, mini HDMI, micros SD card slot
5.0MP sensor
5.0MP capture image resolution
HDMI 1080
Android operating system
WiFi: WiFi output (802.1/ab/g/n supporting both hot-spot mode or using existing network)
Pre-loaded optimized MotiConnect App
Supplied with Motic Images Plus software for Mac and PC
Built-in Motic Hub allows for wireless sharing","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F302526~p.eps-650.jpg"
"Celestron™ LCD Digital Microscope II","https://www.fishersci.com/shop/products/celestron-lcd-digital-microscope-ii/s14082","Description
40x magnification up to 1600x with digital zoom allows for high-resolution imaging of specimen slides
LCD screen rotates 180 degrees
TV output to display on a television or projector
2 GB SD card provides enough storage to capture over 600 high-resolution images for lab reports, papers, lesson, and more","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F262886~p.eps-650.jpg"
"Swift™ M3F-BTW-1 Forensic Comparison Microscope with Integrated Tablet Screen","https://www.fishersci.com/shop/products/swift-optical-m3f-btw-1-forensic-comparison-microscope-integrated-tablet-screen/s22239","Description
Micro macro forensic comparison by adjusting stage positions and magnification options
Built-in WiFi signal permits user to connect to tablet or computer, using included Motic Imaging Software
Built-in camera for viewing images from 100% left, 100% right, side-by-side or over lapping
HDMI output
Wifi interface
10 in. tablet","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F265443~p.eps-650.jpg"
"Carson™ Beginner 100X to 1000X Compound Student Microscope","https://www.fishersci.com/shop/products/beginner-100x-1000x-compound-student-microscope/s81146","Description
Digiscoping adapter connector is retrofitted to fit over the included microscope eyepiece.
100X to 1000X table-top microscope is an intermediate level biological microscope that is ideal for a high school/university student, hobbyist or technicians.
Metal body
Monocular head that sits at a 45° angle for comfortable viewing.
Monocular head rotates to 360° for easy sharing of the specimen view.
Both coarse and fine focus knobs to help the user to achieve a sharp focus.
LED illumination provides a bright white colored light and also has an intensity control to set the optimal lighting conditions.
Filter holder with an included blue color filter.
Included AC power adaptor allows for use internationally without the need for a voltage transformer.
Included Universal Smartphone Digiscoping Adapter fits nearly all smartphones and phablets like the iPhone 6/6S Plus, iPhone 7/7 Plus, iPhone 8/8 Plus, iPhone X and Samsung Galaxy models with cases up to 3.75 inches wide.
Compatible with dual-camera phones.
Horizontal phone alignment is done using a variable pitch screw for fine control that can be moved quickly between an iPhone (corner camera) and Android (center camera) positions.
Alignment features will not interfere with any smartphone side buttons.
One year limited warranty","https://assets.fishersci.com/TFS-Assets/CCG/Carson-Optical/product-images/MS-100SP.jpg-650.jpg"
"Motic Swift Line Student M2652CT-3 Trinocular Microscope","https://www.fishersci.com/shop/products/student-m2652ct-3-trinocular-microscope/s81803","Description
OPTICAL SYSTEM
(2) WF10x/18 mm eyepieces
Siedentopf trinocular viewing head with 30° inclined eyepieces (55 to 75 mm IPD)
50/50 Light Split
0.5X C-mount (Included)
DIN standard 4x, 10x, 40xR and 100xR achromatic objectives
Four-hole nose piece is ball-bearing mounted for smooth, precise positioning of objectives
100xR (1.25 N.A.) objective available (sold separately)
ILLUMINATION
Variable LED light provides bright, white illumination.
8 hour recharge allows for up to 40 hours of use
ELECTRICAL
110 to 220 V switching power supply, unit shipped with American plug
FOCUSING
Coaxial coarse and fine focusing controls
Fine focus knob is graduated
Safety rack stop prevents damage to slides and objective lenses
STAGE
Large 120 x 120 mm low-drive mechanical stage
Spring loaded specimen holder
Built-in 1.255 N.A. condenser with iris diaphragm
Upper limit adjustable rack stop","https://assets.fishersci.com/TFS-Assets/CCG/Swift-Optical-Instruments,-Inc/product-images/M2652CT-3.jpg-650.jpg"
"Optical X-Scope™ 7-Function Pocket Tools","https://www.fishersci.com/shop/products/carson-optical-x-scope-7-function-pocket-tools/s95505","Description
Compact, lightweight and easy to use.
Includes 7-function: 30x Microscope, 8x Telescope, 9x fold-out Magnifier, LED Flashlight, signal whistle, directional compass and digital clock
Winner of Creative Child Magazine 2007, Top toy of the year award","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F83296~p.eps-650.jpg"
"Carson™ Beginner Student Compound Microscope","https://www.fishersci.com/shop/products/beginner-student-compound-microscope/s81145","Description
Digiscoping adapter connector is retrofitted to fit over the included microscope eyepiece.
40X to 400X table-top compound microscope is a beginner level biological microscope that is ideal for a student or family.
Microscope features a metal body and a monocular head that sits at a 45° angle for comfortable viewing.
Monocular head rotates to 360° for easy sharing of the specimen view.
Illumination is provided by two bright white LED sources (transmission and reflection) which allow viewing of a wide range of transparent to opaque specimens.
Features a filter wheel with 5 color options.
Included AC power adaptor (AC 110V-240V, 50-60Hz) allows for use internationally without the need for a voltage transformer.
Included Universal Smartphone Digiscoping Adapter fits nearly all smartphones and phablets like the iPhone 6/6S Plus, iPhone 7/7 Plus, iPhone 8/8 Plus, iPhone X and Samsung Galaxy models with cases up to 3.75 in. wide and is compatible with dual-camera phones.
Horizontal phone alignment is done using a variable pitch screw for fine control that can also be moved quickly between an iPhone (corner camera) and Android (center camera) positions.
Alignment features will not interfere with any smartphone side buttons.
One year limited warranty","https://assets.fishersci.com/TFS-Assets/CCG/Carson-Optical/product-images/MS-040SP.jpg-650.jpg"
"Motic Swift Line Student Binocular Microscope","https://www.fishersci.com/shop/products/student-binocular-microscope/s81802","Description
The M2652CB-3 is an advance binocular educational microscope. This microscope features a Siedentopf binocular head, low-drive mechanical stage, spring specimen holder, easy to use coaxial focusing system, and 1.25 condenser. M2652CB-3 is also rechargeable, with cool and efficient dimmable LED illumination.
OPTICAL SYSTEM
(2) WF10x /18 mm eyepieces.
Siedentopf binocular viewing head with 30° inclined eyepieces. 55 to 75 mm IPD.
DIN standard 4x (0.10 N.A.), 10x (0.25 N.A.), and 40xR (0.65 N.A.) achromatic objectives.
Four-hole nose piece is ball-bearing mounted for smooth, precise positioning of objectives.
100xR (1.25 N.A.) objective available (sold separately)
ILLUMINATION
Variable LED light provides bright, white illumination.
8 hour recharge allows for up to 40 hrs of use.
ELECTRICAL
110 V to 220 V switching power supply, unit shipped with American plug.
FOCUSING
Coaxial coarse and fine focusing controls.
Fine focus knob is graduated.
Safety rack stop prevents damage to slides and objective lenses
STAGE
Large 120 mm x 120 mm low-drive mechanical stage.
Spring loaded specimen holder.
Built-in 1.255 N.A. condenser with iris diaphragm
Upper limit adjustable rack stop","https://assets.fishersci.com/TFS-Assets/CCG/product-images/M2652CB-3.jpg-650.jpg"
"Swift Optical Instruments™ M3800 Series Advanced Microscope","https://www.fishersci.com/shop/products/m3800-series-advanced-microscope-2/s72240","Description
4X, 10X, 40X, 100X infinity corrected objectives
18 mm eyepieces
Choice of binocular or trinocular head
0.5W LED illumination
Smooth coaxial focusing
Ideal for advanced environments","https://assets.fishersci.com/TFS-Assets/CCG/Swift-Optical-Instruments,-Inc/product-images/S72240.jpg-650.jpg"
"LABOMED™ Lx 300 LED Laboratory Microscope","https://www.fishersci.com/shop/products/labomed-lx-300-led-laboratory-microscope/s37242","Description
Stand:
Single mold sturdy stand with anti-rust materials
Ergonomic base for hand rest and greater stability
Viewing Body:
Siedentopf Binocular (Butterfly style) or Trinocular head
45° inclined, 360° rotatable, with adjustable viewing height up to 40mm
IPD: 48 - 75mm
Eyepieces:
Wide field 10x/18mm with foldable eye guards, lockable, antifungal
Nosepiece:
Reverse angle quadruple nosepiece (Ball bearing type) with click stops and rubber grip
Objectives:
EP2 Plan Achromat DIN Infinity objectives 4x, 10x, 40x (spring loaded), 100x (spring loaded, oil), antifungal
Mechanical stage:
Double plate stage 150 x 135mm, X-Y travel range 75mm x 40mm with low-height controls
Hard coated surface for scratch resistance
Double specimen holder
Condenser:
Sub stage Abbe condenser NA 1.25 with aspheric lens
Iris diaphragm with blue daylight filter
Rack and pinion movements on metal guides
Focusing:
Coaxial coarse and fine focus on ball drive system for smooth operation
Illumination:
Intensity controlled LED (up to 50,000 hours of LED life)
Electrical requirements:
Universal input 100V - 240V AC, 50/60Hz
Built-in voltage stabilizer
Optional Accessories:
Dark field kit, phase contrast kit, video adapter, digital camera and mirror attachment","https://assets.fishersci.com/TFS-Assets/CCG/product-images/default.jpg-650.jpg"
"Celestron™ CM2000CF Compound Microscope","https://www.fishersci.com/shop/products/celestron-cm2000cf-compound-microscope/s13038","Description
Full-metal construction with with fully mechanical stage
Coarse and fine focus knobs
Achromatic objective lenses
Abbe condenser with iris diaphragm concentrates and focuses lower illumination for viewing","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F264720~p.eps-650.jpg"
